{'name': 'spim_core.spim_base.Exaspim', 'msg': 'tiger motorized axes parameters', 'levelname': 'INFO', 'created': 1691013475.8774211, 'tags': ['schema'], 'message': 'tiger motorized axes parameters', 'asctime': '2023-08-02,14:57:55', 'created_strftime': '2023-08-02,14:57:55'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'X axis, Axis Name ChX, X', 'levelname': 'INFO', 'created': 1691013476.2118802, 'tags': ['schema'], 'message': 'X axis, Axis Name ChX, X', 'asctime': '2023-08-02,14:57:56', 'created_strftime': '2023-08-02,14:57:56'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, Kv, 0 [KV]', 'levelname': 'INFO', 'created': 1691013480.133351, 'tags': ['schema'], 'message': 'W axis, Kv, 0 [KV]', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, Kd, 0 [KD]', 'levelname': 'INFO', 'created': 1691013480.1363466, 'tags': ['schema'], 'message': 'W axis, Kd, 0 [KD]', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, Ka, 0 [KA]', 'levelname': 'INFO', 'created': 1691013480.1393423, 'tags': ['schema'], 'message': 'W axis, Ka, 0 [KA]', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, Kadc, 1', 'levelname': 'INFO', 'created': 1691013480.1423352, 'tags': ['schema'], 'message': 'W axis, Kadc, 1', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, Axis Enable, 1 [MC]', 'levelname': 'INFO', 'created': 1691013480.1453354, 'tags': ['schema'], 'message': 'W axis, Axis Enable, 1 [MC]', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, Motor Enable, 0', 'levelname': 'INFO', 'created': 1691013480.151323, 'tags': ['schema'], 'message': 'W axis, Motor Enable, 0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, CMD_stat, NO_MOVE', 'levelname': 'INFO', 'created': 1691013480.1543183, 'tags': ['schema'], 'message': 'W axis, CMD_stat, NO_MOVE', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, Move_stat, IDLE', 'levelname': 'INFO', 'created': 1691013480.1573107, 'tags': ['schema'], 'message': 'W axis, Move_stat, IDLE', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, Current pos, 0.0000 ct', 'levelname': 'INFO', 'created': 1691013480.162305, 'tags': ['schema'], 'message': 'W axis, Current pos, 0.0000 ct', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, enc position, 0', 'levelname': 'INFO', 'created': 1691013480.1653004, 'tags': ['schema'], 'message': 'W axis, enc position, 0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, Target pos, 0.0000 ct', 'levelname': 'INFO', 'created': 1691013480.1682954, 'tags': ['schema'], 'message': 'W axis, Target pos, 0.0000 ct', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, enc target, 0', 'levelname': 'INFO', 'created': 1691013480.1712906, 'tags': ['schema'], 'message': 'W axis, enc target, 0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, enc pos error, 0', 'levelname': 'INFO', 'created': 1691013480.1742857, 'tags': ['schema'], 'message': 'W axis, enc pos error, 0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, EEsum, 0', 'levelname': 'INFO', 'created': 1691013480.1782794, 'tags': ['schema'], 'message': 'W axis, EEsum, 0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, Lst Stle Time, 0 ms', 'levelname': 'INFO', 'created': 1691013480.1812744, 'tags': ['schema'], 'message': 'W axis, Lst Stle Time, 0 ms', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, Av Settle Tim, 0 ms', 'levelname': 'INFO', 'created': 1691013480.1842694, 'tags': ['schema'], 'message': 'W axis, Av Settle Tim, 0 ms', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, Home position, 1000.00 ct', 'levelname': 'INFO', 'created': 1691013480.1872694, 'tags': ['schema'], 'message': 'W axis, Home position, 1000.00 ct', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, Motor Signal, 0', 'levelname': 'INFO', 'created': 1691013480.1902616, 'tags': ['schema'], 'message': 'W axis, Motor Signal, 0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, mm/sec/DAC_ct, 0.00000 [D]', 'levelname': 'INFO', 'created': 1691013480.196251, 'tags': ['schema'], 'message': 'W axis, mm/sec/DAC_ct, 0.00000 [D]', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, Enc Cnts/ct, 1000.00 [C]', 'levelname': 'INFO', 'created': 1691013480.1992462, 'tags': ['schema'], 'message': 'W axis, Enc Cnts/ct, 1000.00 [C]', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, Wait Time, 0 [WT] ms', 'levelname': 'INFO', 'created': 1691013480.2022426, 'tags': ['schema'], 'message': 'W axis, Wait Time, 0 [WT] ms', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'spim_core.spim_base.Exaspim', 'msg': 'W axis, Maintain code, 0 [MA]', 'levelname': 'INFO', 'created': 1691013480.205237, 'tags': ['schema'], 'message': 'W axis, Maintain code, 0 [MA]', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'egrabber camera parameters', 'levelname': 'INFO', 'created': 1691013480.210226, 'tags': ['schema'], 'message': 'egrabber camera parameters', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, DeviceID, Device0', 'levelname': 'INFO', 'created': 1691013480.7224178, 'tags': ['schema'], 'message': 'device, DeviceID, Device0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, DeviceVendorName, VIEWORKS', 'levelname': 'INFO', 'created': 1691013480.7254076, 'tags': ['schema'], 'message': 'device, DeviceVendorName, VIEWORKS', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, DeviceModelName, VP-151MX-M6H0', 'levelname': 'INFO', 'created': 1691013480.7283976, 'tags': ['schema'], 'message': 'device, DeviceModelName, VP-151MX-M6H0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, DeviceAccessStatus, OpenReadWrite', 'levelname': 'INFO', 'created': 1691013480.7338712, 'tags': ['schema'], 'message': 'device, DeviceAccessStatus, OpenReadWrite', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, DeviceType, CXP', 'levelname': 'INFO', 'created': 1691013480.7358663, 'tags': ['schema'], 'message': 'device, DeviceType, CXP', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, DeviceDescription, [ABCDEFGH]', 'levelname': 'INFO', 'created': 1691013480.7378674, 'tags': ['schema'], 'message': 'device, DeviceDescription, [ABCDEFGH]', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, StreamSelector, 0', 'levelname': 'INFO', 'created': 1691013480.7398643, 'tags': ['schema'], 'message': 'device, StreamSelector, 0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, StreamID, Stream0', 'levelname': 'INFO', 'created': 1691013480.749863, 'tags': ['schema'], 'message': 'device, StreamID, Stream0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, CxpLinkConfiguration, CXP6_X4', 'levelname': 'INFO', 'created': 1691013480.7608273, 'tags': ['schema'], 'message': 'device, CxpLinkConfiguration, CXP6_X4', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, CxpLinkConfigurationOption, NeverWrite', 'levelname': 'INFO', 'created': 1691013480.7628255, 'tags': ['schema'], 'message': 'device, CxpLinkConfigurationOption, NeverWrite', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, CxpHostConnectionBase, A', 'levelname': 'INFO', 'created': 1691013480.7648315, 'tags': ['schema'], 'message': 'device, CxpHostConnectionBase, A', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, CxpHostConnectionCount, 8', 'levelname': 'INFO', 'created': 1691013480.76682, 'tags': ['schema'], 'message': 'device, CxpHostConnectionCount, 8', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, CxpPortAlignment, 0', 'levelname': 'INFO', 'created': 1691013480.7688336, 'tags': ['schema'], 'message': 'device, CxpPortAlignment, 0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, RemoteDeviceEventSelector, GenICam', 'levelname': 'INFO', 'created': 1691013480.7708135, 'tags': ['schema'], 'message': 'device, RemoteDeviceEventSelector, GenICam', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, RemoteDeviceEventEnable, True', 'levelname': 'INFO', 'created': 1691013480.7728128, 'tags': ['schema'], 'message': 'device, RemoteDeviceEventEnable, True', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, RemoteDeviceEventCount, 0', 'levelname': 'INFO', 'created': 1691013480.7778053, 'tags': ['schema'], 'message': 'device, RemoteDeviceEventCount, 0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, EventSelector, CameraTriggerRisingEdge', 'levelname': 'INFO', 'created': 1691013480.7835093, 'tags': ['schema'], 'message': 'device, EventSelector, CameraTriggerRisingEdge', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, EventNotification, False', 'levelname': 'INFO', 'created': 1691013480.78651, 'tags': ['schema'], 'message': 'device, EventNotification, False', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, EventNotificationContext1, EventSpecific', 'levelname': 'INFO', 'created': 1691013480.7885063, 'tags': ['schema'], 'message': 'device, EventNotificationContext1, EventSpecific', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, EventNotificationContext2, EventSpecific', 'levelname': 'INFO', 'created': 1691013480.7954867, 'tags': ['schema'], 'message': 'device, EventNotificationContext2, EventSpecific', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, EventNotificationContext3, EventSpecific', 'levelname': 'INFO', 'created': 1691013480.7981837, 'tags': ['schema'], 'message': 'device, EventNotificationContext3, EventSpecific', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, EventCount, 0', 'levelname': 'INFO', 'created': 1691013480.8001802, 'tags': ['schema'], 'message': 'device, EventCount, 0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, ErrorSelector, All', 'levelname': 'INFO', 'created': 1691013480.803182, 'tags': ['schema'], 'message': 'device, ErrorSelector, All', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, ErrorCount, 0', 'levelname': 'INFO', 'created': 1691013480.8061707, 'tags': ['schema'], 'message': 'device, ErrorCount, 0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, CameraControlMethod, NC', 'levelname': 'INFO', 'created': 1691013480.8091738, 'tags': ['schema'], 'message': 'device, CameraControlMethod, NC', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'device, C2CLinkConfiguration, Disconnected', 'levelname': 'INFO', 'created': 1691013480.8111613, 'tags': ['schema'], 'message': 'device, C2CLinkConfiguration, Disconnected', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceScanType, Areascan', 'levelname': 'INFO', 'created': 1691013480.8208282, 'tags': ['schema'], 'message': 'remote, DeviceScanType, Areascan', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceVendorName, VIEWORKS', 'levelname': 'INFO', 'created': 1691013480.825741, 'tags': ['schema'], 'message': 'remote, DeviceVendorName, VIEWORKS', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceModelName, VP-151MX-M6H0', 'levelname': 'INFO', 'created': 1691013480.8326209, 'tags': ['schema'], 'message': 'remote, DeviceModelName, VP-151MX-M6H0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceManufacturerInfo, ', 'levelname': 'INFO', 'created': 1691013480.841391, 'tags': ['schema'], 'message': 'remote, DeviceManufacturerInfo, ', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceVersion, M:0.8.10 F:2.5.9', 'levelname': 'INFO', 'created': 1691013480.85138, 'tags': ['schema'], 'message': 'remote, DeviceVersion, M:0.8.10 F:2.5.9', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceSerialNumber, MP151BBX006', 'levelname': 'INFO', 'created': 1691013480.861675, 'tags': ['schema'], 'message': 'remote, DeviceSerialNumber, MP151BBX006', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceUserID, ', 'levelname': 'INFO', 'created': 1691013480.87185, 'tags': ['schema'], 'message': 'remote, DeviceUserID, ', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceSFNCVersionMajor, 2', 'levelname': 'INFO', 'created': 1691013480.8750799, 'tags': ['schema'], 'message': 'remote, DeviceSFNCVersionMajor, 2', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceSFNCVersionMinor, 0', 'levelname': 'INFO', 'created': 1691013480.878699, 'tags': ['schema'], 'message': 'remote, DeviceSFNCVersionMinor, 0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceSFNCVersionSubMinor, 0', 'levelname': 'INFO', 'created': 1691013480.8836982, 'tags': ['schema'], 'message': 'remote, DeviceSFNCVersionSubMinor, 0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceManifestEntrySelector, 0', 'levelname': 'INFO', 'created': 1691013480.89089, 'tags': ['schema'], 'message': 'remote, DeviceManifestEntrySelector, 0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceManifestXMLMajorVersion, 0', 'levelname': 'INFO', 'created': 1691013480.8959885, 'tags': ['schema'], 'message': 'remote, DeviceManifestXMLMajorVersion, 0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceManifestXMLMinorVersion, 3', 'levelname': 'INFO', 'created': 1691013480.9019852, 'tags': ['schema'], 'message': 'remote, DeviceManifestXMLMinorVersion, 3', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceManifestXMLSubMinorVersion, 3', 'levelname': 'INFO', 'created': 1691013480.9059813, 'tags': ['schema'], 'message': 'remote, DeviceManifestXMLSubMinorVersion, 3', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceManifestSchemaMajorVersion, 1', 'levelname': 'INFO', 'created': 1691013480.9102137, 'tags': ['schema'], 'message': 'remote, DeviceManifestSchemaMajorVersion, 1', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceManifestSchemaMinorVersion, 1', 'levelname': 'INFO', 'created': 1691013480.9164078, 'tags': ['schema'], 'message': 'remote, DeviceManifestSchemaMinorVersion, 1', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceManifestPrimaryURL, Local:vc-150mx-0.3.3.zip;1FE00000;5484', 'levelname': 'INFO', 'created': 1691013480.9473956, 'tags': ['schema'], 'message': 'remote, DeviceManifestPrimaryURL, Local:vc-150mx-0.3.3.zip;1FE00000;5484', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceTLType, CoaXPress', 'levelname': 'INFO', 'created': 1691013480.9557583, 'tags': ['schema'], 'message': 'remote, DeviceTLType, CoaXPress', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceTLVersionMajor, 1', 'levelname': 'INFO', 'created': 1691013480.9654546, 'tags': ['schema'], 'message': 'remote, DeviceTLVersionMajor, 1', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceTLVersionMinor, 1', 'levelname': 'INFO', 'created': 1691013480.970456, 'tags': ['schema'], 'message': 'remote, DeviceTLVersionMinor, 1', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceTLVersionSubMinor, 0', 'levelname': 'INFO', 'created': 1691013480.9754386, 'tags': ['schema'], 'message': 'remote, DeviceTLVersionSubMinor, 0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceLinkSelector, 0', 'levelname': 'INFO', 'created': 1691013480.9822779, 'tags': ['schema'], 'message': 'remote, DeviceLinkSelector, 0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceLinkSpeed, 2500.0', 'levelname': 'INFO', 'created': 1691013480.9909286, 'tags': ['schema'], 'message': 'remote, DeviceLinkSpeed, 2500.0', 'asctime': '2023-08-02,14:58:00', 'created_strftime': '2023-08-02,14:58:00'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceLinkThroughputLimit, 4000.0', 'levelname': 'INFO', 'created': 1691013481.0051587, 'tags': ['schema'], 'message': 'remote, DeviceLinkThroughputLimit, 4000.0', 'asctime': '2023-08-02,14:58:01', 'created_strftime': '2023-08-02,14:58:01'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceLinkCommandTimeout, 300000.0', 'levelname': 'INFO', 'created': 1691013481.0157585, 'tags': ['schema'], 'message': 'remote, DeviceLinkCommandTimeout, 300000.0', 'asctime': '2023-08-02,14:58:01', 'created_strftime': '2023-08-02,14:58:01'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceIndicatorMode, Active', 'levelname': 'INFO', 'created': 1691013481.0256767, 'tags': ['schema'], 'message': 'remote, DeviceIndicatorMode, Active', 'asctime': '2023-08-02,14:58:01', 'created_strftime': '2023-08-02,14:58:01'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceTemperatureSelector, Mainboard', 'levelname': 'INFO', 'created': 1691013481.040854, 'tags': ['schema'], 'message': 'remote, DeviceTemperatureSelector, Mainboard', 'asctime': '2023-08-02,14:58:01', 'created_strftime': '2023-08-02,14:58:01'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, DeviceTemperature, 41.175323486328125', 'levelname': 'INFO', 'created': 1691013481.050508, 'tags': ['schema'], 'message': 'remote, DeviceTemperature, 41.175323486328125', 'asctime': '2023-08-02,14:58:01', 'created_strftime': '2023-08-02,14:58:01'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, Timestamp, 455111727248925', 'levelname': 'INFO', 'created': 1691013481.0605037, 'tags': ['schema'], 'message': 'remote, Timestamp, 455111727248925', 'asctime': '2023-08-02,14:58:01', 'created_strftime': '2023-08-02,14:58:01'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, TimestampIncrement, 5', 'levelname': 'INFO', 'created': 1691013481.0704236, 'tags': ['schema'], 'message': 'remote, TimestampIncrement, 5', 'asctime': '2023-08-02,14:58:01', 'created_strftime': '2023-08-02,14:58:01'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, TimestampResetValue, 0', 'levelname': 'INFO', 'created': 1691013481.0804083, 'tags': ['schema'], 'message': 'remote, TimestampResetValue, 0', 'asctime': '2023-08-02,14:58:01', 'created_strftime': '2023-08-02,14:58:01'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, TimestampLatchValue, 0', 'levelname': 'INFO', 'created': 1691013481.0903924, 'tags': ['schema'], 'message': 'remote, TimestampLatchValue, 0', 'asctime': '2023-08-02,14:58:01', 'created_strftime': '2023-08-02,14:58:01'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, SensorWidth, 14192', 'levelname': 'INFO', 'created': 1691013481.1063664, 'tags': ['schema'], 'message': 'remote, SensorWidth, 14192', 'asctime': '2023-08-02,14:58:01', 'created_strftime': '2023-08-02,14:58:01'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, SensorHeight, 10640', 'levelname': 'INFO', 'created': 1691013481.1153514, 'tags': ['schema'], 'message': 'remote, SensorHeight, 10640', 'asctime': '2023-08-02,14:58:01', 'created_strftime': '2023-08-02,14:58:01'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, WidthMax, 14192', 'levelname': 'INFO', 'created': 1691013481.1253364, 'tags': ['schema'], 'message': 'remote, WidthMax, 14192', 'asctime': '2023-08-02,14:58:01', 'created_strftime': '2023-08-02,14:58:01'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, HeightMax, 10640', 'levelname': 'INFO', 'created': 1691013481.135328, 'tags': ['schema'], 'message': 'remote, HeightMax, 10640', 'asctime': '2023-08-02,14:58:01', 'created_strftime': '2023-08-02,14:58:01'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, Width, 14192', 'levelname': 'INFO', 'created': 1691013481.1453037, 'tags': ['schema'], 'message': 'remote, Width, 14192', 'asctime': '2023-08-02,14:58:01', 'created_strftime': '2023-08-02,14:58:01'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, Height, 10640', 'levelname': 'INFO', 'created': 1691013481.1552913, 'tags': ['schema'], 'message': 'remote, Height, 10640', 'asctime': '2023-08-02,14:58:01', 'created_strftime': '2023-08-02,14:58:01'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, OffsetX, 0', 'levelname': 'INFO', 'created': 1691013481.1652725, 'tags': ['schema'], 'message': 'remote, OffsetX, 0', 'asctime': '2023-08-02,14:58:01', 'created_strftime': '2023-08-02,14:58:01'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, OffsetY, 0', 'levelname': 'INFO', 'created': 1691013481.175256, 'tags': ['schema'], 'message': 'remote, OffsetY, 0', 'asctime': '2023-08-02,14:58:01', 'created_strftime': '2023-08-02,14:58:01'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, BinningSelector, Logic', 'levelname': 'INFO', 'created': 1691013481.190232, 'tags': ['schema'], 'message': 'remote, BinningSelector, Logic', 'asctime': '2023-08-02,14:58:01', 'created_strftime': '2023-08-02,14:58:01'}
{'name': 'exaspim.devices.camera.Camera', 'msg': 'remote, BinningHorizontalMode, Average', 'levelname': 'INFO', 'created': 1691013481.2052083, 'tags': ['schema'], 'message': 'remote, BinningHorizontalMode, Average', 'asctime': '2023-08-02,14:58:01', 'created_strftime': '2023-08-02,14:58:01'}
